globalid,functional_class,uplift_lof,min_dist_m,buffer_m,source_ctp_class
fd27ce5b-bcd1-4bc6-8f5e-af58a45da7b2,major_arterial,1.5,0.000,2.0,Arterial Street
008324c1-c112-4927-a4e8-50fd6c551e4b,major_arterial,1.5,0.000,2.0,Arterial Street
f72035b5-5723-4390-8a08-be04095eb3aa,major_arterial,1.5,0.000,2.0,Arterial Street
ab1e0d32-0401-43fe-bb45-f19eee94ee1d,major_arterial,1.5,0.020,2.0,Arterial Street
b1fdf05b-9e6a-4901-896d-2a09477b91f9,minor_arterial,1.0,1.239,2.0,Industrial Arterial
32f479c5-316c-448b-8d8f-ae491d2fad16,minor_arterial,1.0,0.000,2.0,Industrial Arterial
33d70ad4-8f11-45ff-85e9-96ef4166d0ec,major_arterial,1.5,0.000,2.0,Arterial Street
b95751ab-100a-4d24-b918-465b3af63b10,major_arterial,1.5,0.000,2.0,Arterial Street
55281f05-0063-4004-94ef-611f57e41b02,major_arterial,1.5,0.000,2.0,Arterial Street
5a5a3055-dd89-4203-b305-2944086ffc46,major_arterial,1.5,1.262,2.0,Arterial Street
67b447f9-1ef6-4b09-b724-e04873cbff43,major_arterial,1.5,1.262,2.0,Arterial Street
f9ab7e49-222a-4f67-9102-91c52386d6bb,major_arterial,1.5,0.000,2.0,Arterial Street
f2317f93-f61c-4ed9-8889-d7fe1a5d98ab,major_arterial,1.5,0.000,2.0,Arterial Street
408b3c37-6550-4b97-a1c8-6d4a42f445fe,major_arterial,1.5,0.597,2.0,Arterial Street
32b33c9b-8adb-4e96-a066-e223bf732589,major_arterial,1.5,0.786,2.0,Arterial Street
7ebcffc0-a95d-4f9b-a4fd-f37d464c24d2,major_arterial,1.5,1.766,2.0,Parkway
3de94423-b61c-4add-821d-b13a0ad01cd8,minor_arterial,1.0,0.000,2.0,Urban Boulevard
90588463-562b-4b21-b00c-ab8710ec2004,major_arterial,1.5,0.000,2.0,Arterial Street
a46bb6f3-0066-4c52-ba12-92165bf7167f,major_arterial,1.5,0.284,2.0,Arterial Street
f063fa7b-6cd3-4334-b860-5a6606fec5cf,major_arterial,1.5,0.000,2.0,Arterial Street
95703902-7676-44cc-9bbd-e2c7fe51ef42,major_arterial,1.5,1.474,2.0,Arterial Street
40185ffa-50a6-45da-92cc-246ca558d39b,major_arterial,1.5,0.000,2.0,Arterial Street
27e96d44-54fd-4d35-887a-2a35c0d56d3e,major_arterial,1.5,0.000,2.0,Arterial Street
54a8b630-d6a9-4e3d-b9fa-3bf9a4462508,major_arterial,1.5,0.000,2.0,Arterial Street
1e355c7e-6eb5-4375-ae96-c04120f42f77,collector,0.5,0.000,2.0,Neighbourhood Boulevard
d4478a03-bf9f-49da-8585-989067ef8ef3,major_arterial,1.5,0.000,2.0,Arterial Street
7aefe973-c1cf-4995-984d-eb6dfbfa89b9,expressway_freeway,2.0,0.000,2.0,Skeletal Road
5c48a319-8ca2-4bb6-8461-532cb2f768c5,expressway_freeway,2.0,0.000,2.0,Skeletal Road
e8e5f74b-ad40-485e-8a40-0a1c26ac25bf,expressway_freeway,2.0,0.000,2.0,Skeletal Road
0458e3f7-76ec-417d-bad2-7d04311bbaad,expressway_freeway,2.0,0.000,2.0,Skeletal Road
36b835f7-3b15-4803-8894-177013225bf4,minor_arterial,1.0,0.000,2.0,Urban Boulevard
7a793840-5e52-42ea-ae38-4221ea9ece01,minor_arterial,1.0,0.073,2.0,Urban Boulevard
458eee8f-f07e-4b8c-a41e-a31add306cd9,major_arterial,1.5,0.793,2.0,Arterial Street
a3f6aca1-edf0-4fbd-9a9b-73421358b63e,expressway_freeway,2.0,1.033,2.0,Skeletal Road
a969af79-b0a5-4966-a7e7-f88135b44655,minor_arterial,1.0,1.455,2.0,Urban Boulevard
51390856-6ff4-4f2c-87e2-0fc8e39cf159,major_arterial,1.5,1.077,2.0,Arterial Street
93fc603e-eb21-4e3a-ad46-55ac2621fd44,minor_arterial,1.0,0.000,2.0,Urban Boulevard
696cdbd3-f425-417f-ba8e-decf59435974,minor_arterial,1.0,0.000,2.0,Urban Boulevard
4fcd00de-3075-458a-9887-f5f49d76878e,minor_arterial,1.0,0.000,2.0,Urban Boulevard
9f057c20-2d50-420e-aef5-fa33c970902a,major_arterial,1.5,0.301,2.0,Arterial Street
a425e8ba-a178-420d-8498-2e1e3dffb412,major_arterial,1.5,0.406,2.0,Arterial Street
cbda8bfc-c6fc-415e-860f-b33724279488,major_arterial,1.5,0.000,2.0,Arterial Street
db0e67f5-1663-465a-8504-e7ec06a67e83,major_arterial,1.5,0.000,2.0,Arterial Street
0369300a-88d4-45e8-b058-be6c90c4b681,minor_arterial,1.0,0.000,2.0,Urban Boulevard
f4f5bc55-b38f-40a0-a376-8d182262d618,expressway_freeway,2.0,0.000,2.0,Skeletal Road
eb8f8a94-924f-4c7c-a4b1-5ce2f8d36315,major_arterial,1.5,0.215,2.0,Arterial Street
1e44baf0-eb6b-4b2b-8be1-08b221f1dc8f,minor_arterial,1.0,0.000,2.0,Urban Boulevard
71d73472-8054-4fad-9639-15b19c55ce24,major_arterial,1.5,0.000,2.0,Parkway
d2e552fa-a7d5-4e39-ad6e-14535480ad5d,major_arterial,1.5,0.000,2.0,Arterial Street
7850089d-b699-4cad-b8ac-ef20e28999f9,major_arterial,1.5,0.000,2.0,Arterial Street
81162b3e-935c-403a-a9fe-2f85ad73164a,major_arterial,1.5,0.347,2.0,Arterial Street
22f9c1df-005c-4f16-854f-fe7e62a5124a,major_arterial,1.5,0.000,2.0,Arterial Street
82851d20-6836-4e69-9d80-1bebeb3251b4,major_arterial,1.5,0.000,2.0,Arterial Street
57c18a51-2306-43de-9087-97c483be43b8,major_arterial,1.5,0.000,2.0,Arterial Street
a8e408b4-a712-4f38-975f-df6d19e76f2b,major_arterial,1.5,1.527,2.0,Arterial Street
de572e73-6fbe-41da-a20a-8a0f3ece84d1,major_arterial,1.5,0.000,2.0,Arterial Street
af34c97b-1024-4800-b63e-22d9ee0b7ed7,minor_arterial,1.0,0.000,2.0,Urban Boulevard
05dfd0db-7905-40bf-941d-13f085ee43c3,minor_arterial,1.0,0.000,2.0,Urban Boulevard
e885b96a-2392-4711-aa72-de7645f83f8b,minor_arterial,1.0,0.151,2.0,Urban Boulevard
3ec39c66-7e19-4be1-8992-7950b6c97c95,minor_arterial,1.0,0.000,2.0,Urban Boulevard
be9bdbb8-a830-4447-a605-5ffa90839554,major_arterial,1.5,0.680,2.0,Arterial Street
6aa4c82d-421d-4d6a-8ce5-cabaa38215e3,minor_arterial,1.0,0.000,2.0,Urban Boulevard
23eeb874-184b-4fac-b956-c64e4dee3621,minor_arterial,1.0,0.000,2.0,Urban Boulevard
b4f954b8-823e-4d02-bd95-20a4fa4af5e6,major_arterial,1.5,0.000,2.0,Arterial Street
e474a708-268b-4a1d-b7d4-77bf62ba3a3b,major_arterial,1.5,0.000,2.0,Arterial Street
5d069f81-62af-44e5-ab66-0473b6c38b47,major_arterial,1.5,1.200,2.0,Arterial Street
c2ce1f07-937c-4e94-85ce-faeecb8b1944,major_arterial,1.5,0.000,2.0,Arterial Street
2d90ab4b-74e9-49c3-93a0-a6ed0130005f,major_arterial,1.5,0.000,2.0,Arterial Street
ad642fd0-a7b2-49e7-bcd9-bde4e12fa093,major_arterial,1.5,0.000,2.0,Arterial Street
b48d94c7-e36f-4415-8c89-9430705600d6,major_arterial,1.5,0.000,2.0,Arterial Street
fac2819a-11ee-47ee-af47-7f97a1c75b64,minor_arterial,1.0,0.000,2.0,Urban Boulevard
939d7eb6-f99b-4617-909c-a0c5429e273a,major_arterial,1.5,0.000,2.0,Arterial Street
64d92bfd-14db-49a8-8d23-28f3c2f33637,minor_arterial,1.0,0.734,2.0,Urban Boulevard
f308f815-f97d-4e5c-bf29-aa018b787b07,major_arterial,1.5,0.000,2.0,Arterial Street
e09e64ba-d62c-4fee-a3f8-208c2a826a56,major_arterial,1.5,0.000,2.0,Arterial Street
1c97a506-1042-46a9-a334-8c6c6970b386,major_arterial,1.5,0.118,2.0,Arterial Street
6dec8bac-3563-403c-b522-b81011fb77a6,major_arterial,1.5,0.118,2.0,Arterial Street
357ce307-babd-40ff-bb1a-fe3e64740fdc,expressway_freeway,2.0,0.000,2.0,Skeletal Road
d2fc7cb2-2f7c-48f2-8b3d-d157d0138278,major_arterial,1.5,1.994,2.0,Arterial Street
4565fb7c-65e5-47e3-b148-b336c6087846,minor_arterial,1.0,0.000,2.0,Industrial Arterial
c4f57afe-5ef8-4822-8e78-6377a966f24b,major_arterial,1.5,0.000,2.0,Arterial Street
83b64cb5-e7ae-4d43-ae47-d9c96ebf38d1,major_arterial,1.5,0.106,2.0,Arterial Street
4b95c061-2fb0-431a-a16e-7cbffd283cc9,minor_arterial,1.0,0.000,2.0,Urban Boulevard
b5007d63-f67f-4f46-93ab-2eddd1d6c3e2,major_arterial,1.5,1.073,2.0,Arterial Street
9a3d547d-6d77-4913-9289-c3b106848c91,major_arterial,1.5,0.000,2.0,Arterial Street
6b731a17-8844-487e-b513-84e83a316256,major_arterial,1.5,0.000,2.0,Arterial Street
3288eec0-299b-4e72-95c1-2ae7ee476b1b,major_arterial,1.5,0.000,2.0,Arterial Street
43f77b11-d42c-4c5a-b6ca-3d3a8cc05afb,major_arterial,1.5,1.962,2.0,Arterial Street
11fe6a63-ccbc-4b49-ac2f-bb10c0ff91cb,major_arterial,1.5,0.328,2.0,Arterial Street
f394e420-474e-46e1-a7e2-648c18b11e79,major_arterial,1.5,0.000,2.0,Arterial Street
2bd85788-d885-4607-8ff4-6340213d768c,major_arterial,1.5,0.000,2.0,Arterial Street
0a1712b5-108d-421b-beb7-b02580d4524d,major_arterial,1.5,0.000,2.0,Arterial Street
08c5c338-a666-454b-abac-dc932e27c59a,major_arterial,1.5,0.000,2.0,Arterial Street
f66723b7-b583-4ae8-8443-43502f3c1a58,major_arterial,1.5,0.000,2.0,Arterial Street
2994f0a5-517c-4f3e-af02-1869ac865abc,expressway_freeway,2.0,0.000,2.0,Skeletal Road
f1d93d26-44e1-4138-b45a-20fd03bc3fd3,major_arterial,1.5,1.084,2.0,Arterial Street
4327a7ca-1707-4775-97a0-a28c5106ce7b,minor_arterial,1.0,0.000,2.0,Industrial Arterial
92ecffe4-4f16-4785-9206-fdee0bba87e1,minor_arterial,1.0,0.000,2.0,Industrial Arterial
d60e89b3-05ee-48a2-b963-ac3578044ddc,expressway_freeway,2.0,0.000,2.0,Skeletal Road
ffcf4684-80af-43b0-9b2c-aeebad5c89bd,minor_arterial,1.0,1.287,2.0,Industrial Arterial
b85582eb-cef6-44a5-bdf0-115e81149ff7,minor_arterial,1.0,1.265,2.0,Industrial Arterial
4499b690-4ab7-4c53-b27f-b9144ca8f3dd,minor_arterial,1.0,0.000,2.0,Industrial Arterial
bec75789-17da-4d79-bf99-98b543350d34,major_arterial,1.5,0.000,2.0,Arterial Street
6422288e-9532-443e-85ae-30ffb0dd91b1,major_arterial,1.5,1.738,2.0,Arterial Street
c5519779-08de-4594-82a0-7cf3683b7ed7,major_arterial,1.5,0.000,2.0,Arterial Street
b41b286c-eeba-4ab9-a7ac-2d95816c68ba,major_arterial,1.5,0.000,2.0,Arterial Street
54c78b50-48e2-4f2a-bfc3-c8bdabf2d06a,major_arterial,1.5,0.129,2.0,Arterial Street
29c49229-405e-4fb5-b5d0-c916d5a45e05,major_arterial,1.5,0.000,2.0,Arterial Street
ef0b369c-58a7-40cb-93a0-93c4c7c7eae9,major_arterial,1.5,0.578,2.0,Arterial Street
8adecccc-ba54-454e-94a9-bb4d5d25b7e0,major_arterial,1.5,0.584,2.0,Arterial Street
12f7efab-93d8-4baa-af55-7d50d84c6aa0,major_arterial,1.5,1.948,2.0,Arterial Street
7581c864-ca0b-473d-9305-b6a20865a966,major_arterial,1.5,1.106,2.0,Arterial Street
6406ccd3-9868-45b4-9be5-4ceb46293c17,major_arterial,1.5,0.000,2.0,Arterial Street
9465e31b-7502-4a81-a296-e38b4762daa6,major_arterial,1.5,0.000,2.0,Parkway
2b2fd3ec-e282-440c-97be-65604c0bb994,major_arterial,1.5,0.918,2.0,Arterial Street
19fb3e80-2b58-4f4e-a516-51eadf118db6,major_arterial,1.5,1.093,2.0,Arterial Street
9a3bc6c3-0b1c-4c0c-bbd7-5add0a7b2bd8,major_arterial,1.5,1.206,2.0,Arterial Street
a0e7eb09-4989-4ac3-b9fb-55147878c0a0,major_arterial,1.5,1.038,2.0,Arterial Street
dc2dfb0c-3e08-4b3f-9381-5ade77eff620,major_arterial,1.5,1.206,2.0,Arterial Street
8e3b6d31-c856-49e5-8a95-4ccbc9a42f56,major_arterial,1.5,0.063,2.0,Arterial Street
a98d3564-b034-420e-954a-ae341eac9d5d,major_arterial,1.5,1.245,2.0,Arterial Street
db27edc3-631c-4a8a-b86e-eb9b674f6a5b,major_arterial,1.5,0.000,2.0,Arterial Street
71d5580d-b9a8-44a7-88c9-383976b5b93e,major_arterial,1.5,0.000,2.0,Arterial Street
1305f7e1-6ed3-4886-94b8-d8d0a0ce0ce0,major_arterial,1.5,1.109,2.0,Arterial Street
b849f2b7-b701-4094-bd9a-d9eb33ed45fd,major_arterial,1.5,0.978,2.0,Arterial Street
4251b211-03d8-4abc-aabb-852b56de8625,major_arterial,1.5,1.109,2.0,Arterial Street
6ccb998d-2a09-4440-9f65-b7233e502a88,expressway_freeway,2.0,0.000,2.0,Skeletal Road
d188f82f-3815-4d9a-9ea7-36e1926842b1,major_arterial,1.5,0.070,2.0,Arterial Street
e0169bc8-b4c5-4ad4-92bf-c9455c4ef8b4,major_arterial,1.5,1.013,2.0,Arterial Street
07a1a772-a81a-4a19-a51c-8251fa48c018,major_arterial,1.5,1.541,2.0,Arterial Street
8394c055-fef4-49f0-881a-0b74429a7358,major_arterial,1.5,0.000,2.0,Arterial Street
019a3699-f61c-43e8-b33b-6298380a36b7,major_arterial,1.5,1.887,2.0,Arterial Street
68c22273-beb9-441c-984a-184718f98536,major_arterial,1.5,0.000,2.0,Arterial Street
aaac2321-2443-42ae-8147-c95c45d77cf2,major_arterial,1.5,0.000,2.0,Arterial Street
bc0f1d3b-0ebf-4e61-8b1c-f6e30e71a959,major_arterial,1.5,1.975,2.0,Arterial Street
782348fe-d425-4a7d-8ba3-edd95378a715,major_arterial,1.5,1.700,2.0,Arterial Street
e5dd985a-5704-47c8-ba24-c65e01523ff5,major_arterial,1.5,0.000,2.0,Arterial Street
71968419-bf0c-4b77-bc27-ccb08a83c19b,major_arterial,1.5,0.000,2.0,Arterial Street
03297ba5-2632-4af8-a793-e61533b2f5c3,major_arterial,1.5,1.402,2.0,Arterial Street
708a8050-17fa-4bc2-a3cc-0a32ecc5c76e,major_arterial,1.5,0.000,2.0,Arterial Street
0628e539-75c1-40ca-bbc4-09d8bb2f4598,major_arterial,1.5,0.000,2.0,Arterial Street
30f2819d-dca1-4b41-9ea9-e84598f37d9d,major_arterial,1.5,0.000,2.0,Arterial Street
3e98286a-4c22-4c0f-812b-a78459e8c9ba,major_arterial,1.5,0.000,2.0,Arterial Street
54a37261-2936-4a65-ab5f-15edbc628b65,major_arterial,1.5,0.000,2.0,Arterial Street
a9cd92c1-f97d-4b52-9083-c2f7fd689350,major_arterial,1.5,0.000,2.0,Arterial Street
747d19e2-18ea-4454-b1e1-ad276ccb690a,major_arterial,1.5,0.000,2.0,Arterial Street
e81cc718-99f6-4da7-9534-881af16a8a88,major_arterial,1.5,0.000,2.0,Arterial Street
cfc221f8-e8f5-47a1-8bd1-14ac2fd93bfd,major_arterial,1.5,0.000,2.0,Arterial Street
746836e4-3ec8-4e1f-9e7f-d34f19aea100,major_arterial,1.5,0.000,2.0,Arterial Street
2206b8af-3807-43ff-aede-137dd4114996,major_arterial,1.5,0.000,2.0,Arterial Street
5c610008-8913-4e88-930e-7d12dc55b981,major_arterial,1.5,1.564,2.0,Arterial Street
87937850-8af1-46ae-807e-b6315ca1e6a7,major_arterial,1.5,0.000,2.0,Arterial Street
6d1fb2bd-bd84-494e-8b8b-13b219ebcf92,minor_arterial,1.0,0.000,2.0,Urban Boulevard
6e237050-0474-4454-8771-e6f5cb1ed177,major_arterial,1.5,0.000,2.0,Arterial Street
0417fcb8-45bd-41d1-94c6-c512adf9ac4d,major_arterial,1.5,0.000,2.0,Arterial Street
0452a78e-8e58-46c2-94fc-62ad68cee312,minor_arterial,1.0,0.000,2.0,Urban Boulevard
5c5530ea-8c5f-412a-a654-5634d051702f,minor_arterial,1.0,0.000,2.0,Urban Boulevard
2a4476ee-1433-4a06-aaf4-1f14f7cfa83d,minor_arterial,1.0,0.000,2.0,Urban Boulevard
ac665825-d26f-410c-afc6-12b29f4e8ce7,major_arterial,1.5,0.000,2.0,Arterial Street
04764776-747d-4512-8e95-abe921520965,major_arterial,1.5,0.000,2.0,Arterial Street
9eba6815-8b03-4e12-b742-879f792d51db,major_arterial,1.5,0.000,2.0,Arterial Street
c82c97c1-a328-4e64-b7c0-037a93be8b35,minor_arterial,1.0,0.000,2.0,Urban Boulevard
84023b75-cc9d-49c5-8501-0635baa275f2,major_arterial,1.5,0.000,2.0,Arterial Street
8112772b-8e8c-435c-aad4-9edcdeaa4801,major_arterial,1.5,1.572,2.0,Arterial Street
4d7c3aa0-5532-43a5-a14a-5324da5d036f,major_arterial,1.5,1.908,2.0,Arterial Street
4a99f975-10bd-4d09-8960-3276bed2124f,major_arterial,1.5,1.781,2.0,Arterial Street
19d85bb6-c77b-4f79-ba5e-4db4b9063c87,expressway_freeway,2.0,1.687,2.0,Skeletal Road
00ba5d60-72e3-4c3b-9422-48ac17a4db7a,minor_arterial,1.0,0.419,2.0,Urban Boulevard
152958e6-618f-4420-b68c-d9a569758885,minor_arterial,1.0,0.000,2.0,Urban Boulevard
31456b37-cbca-455b-9784-124727abde41,minor_arterial,1.0,0.000,2.0,Urban Boulevard
7664ff75-e939-4af5-b1f0-bc8367c87005,expressway_freeway,2.0,1.688,2.0,Skeletal Road
fa98123b-4664-4580-a737-86f8e0547ae4,major_arterial,1.5,0.000,2.0,Parkway
385f81c7-99ad-4969-8171-e4e98125686e,major_arterial,1.5,0.315,2.0,Arterial Street
928f6037-b3b4-45b4-b8d3-48fdf4831a6b,expressway_freeway,2.0,0.000,2.0,Skeletal Road
356826b7-5149-4430-85ed-acc7f61a2b78,minor_arterial,1.0,1.331,2.0,Urban Boulevard
615a385e-121a-4b1a-9805-9ae2f184a85e,minor_arterial,1.0,0.000,2.0,Urban Boulevard
deba2dfe-7d0a-427f-97c8-143a4ee7cba8,minor_arterial,1.0,0.000,2.0,Urban Boulevard
82ef1d8f-b23f-4429-9943-af0683668606,minor_arterial,1.0,0.000,2.0,Urban Boulevard
ad525bb5-b768-4144-b83f-01e11ca81973,major_arterial,1.5,0.802,2.0,Arterial Street
0f439d66-e950-488f-808f-aa4e074bebcc,major_arterial,1.5,0.000,2.0,Arterial Street
a3e50c36-9046-4ba6-8653-fb750b3f8429,major_arterial,1.5,1.356,2.0,Arterial Street
90981a68-e4cc-4dfa-b33a-e63d7422cd73,expressway_freeway,2.0,0.000,2.0,Skeletal Road
01ea3d11-341b-4d46-b64d-9688e9738426,major_arterial,1.5,1.893,2.0,Parkway
e048acd2-e1bf-4cb0-b351-0a3879169e8e,major_arterial,1.5,0.261,2.0,Arterial Street
bc30d8a1-6b7a-471c-869c-982170159c66,major_arterial,1.5,1.031,2.0,Arterial Street
22c03a09-34bb-48fa-9d03-508ecbcf9f50,major_arterial,1.5,0.000,2.0,Arterial Street
530db9f9-b57b-489b-90bd-c30c64634222,expressway_freeway,2.0,0.000,2.0,Skeletal Road
6e3b3bac-540e-4abe-b0e3-1f3221208d75,expressway_freeway,2.0,1.481,2.0,Skeletal Road
844fb6d8-cfd4-44b3-9820-848300333832,expressway_freeway,2.0,0.000,2.0,Skeletal Road
8225ebd6-81f0-4dd0-9a3b-f47872695681,minor_arterial,1.0,0.000,2.0,Industrial Arterial
221a6b99-fc77-4a71-97c5-559cdb21f473,major_arterial,1.5,0.697,2.0,Arterial Street
8026323e-d664-4ef2-9eaf-225fe8f055fc,major_arterial,1.5,0.826,2.0,Arterial Street
681b52da-d2c5-47dc-9fee-1dcdb67d58b4,major_arterial,1.5,0.000,2.0,Arterial Street
017dea3f-7ffa-407c-83a3-6b3380c285e5,major_arterial,1.5,0.000,2.0,Arterial Street
ff7604a8-b082-45cd-a049-99a9fd641985,major_arterial,1.5,0.000,2.0,Arterial Street
68948841-ac51-48a3-bd2d-f6013b0c09c7,major_arterial,1.5,0.000,2.0,Arterial Street
205d2226-9ade-4ff9-9a88-d344fcef7521,collector,0.5,0.000,2.0,Neighbourhood Boulevard
05ca8a63-c9f2-4260-ade5-993e14d05509,collector,0.5,1.795,2.0,Neighbourhood Boulevard
68a00899-3a67-468f-aadf-02a8ae41f164,collector,0.5,1.725,2.0,Neighbourhood Boulevard
f20eddf2-8aaa-4ee9-9b35-6936c5a7db71,major_arterial,1.5,0.000,2.0,Arterial Street
9b45ac16-ed7f-4f7a-af54-70e2294b51fa,major_arterial,1.5,0.000,2.0,Arterial Street
cf2be972-8cb3-4156-abf7-4f0a434b72f4,major_arterial,1.5,0.000,2.0,Arterial Street
dd82e1ef-5102-49c3-a67c-eead24038025,major_arterial,1.5,0.000,2.0,Arterial Street
73607bf4-ff21-48c6-ab0c-cd3fde5b85d5,minor_arterial,1.0,0.000,2.0,Industrial Arterial
d3a78f1d-66e7-41fa-b227-f3889cfc6634,minor_arterial,1.0,0.000,2.0,Industrial Arterial
4dbd48d5-78b0-4693-b392-036c4b51ccc8,expressway_freeway,2.0,0.000,2.0,Skeletal Road
0f83e5e8-8ffe-4c18-8667-afe8c70a0b62,minor_arterial,1.0,0.000,2.0,Industrial Arterial
8cd201e4-0dd9-462c-8e0c-eee00b8485fe,major_arterial,1.5,0.000,2.0,Arterial Street
dd8336c8-d741-414c-b454-ee6bd69e025a,major_arterial,1.5,0.000,2.0,Arterial Street
4ab81d5f-0516-4b54-88a5-33d14f5d756f,major_arterial,1.5,0.000,2.0,Arterial Street
611a8ace-75eb-45e3-b157-23ac7c98703d,major_arterial,1.5,0.000,2.0,Arterial Street
e330f6c8-7a45-42be-a865-374765595386,major_arterial,1.5,0.000,2.0,Arterial Street
f59897a6-3f0f-4c65-984a-b6f36762ce07,major_arterial,1.5,0.000,2.0,Arterial Street
680a94e5-28f0-4e07-90f0-16b19b460337,major_arterial,1.5,0.000,2.0,Arterial Street
fb35ec7d-9a84-41b7-9db7-ebe0aff99174,major_arterial,1.5,0.000,2.0,Arterial Street
0dc1043d-e103-4839-ab57-6f097e8189db,minor_arterial,1.0,1.707,2.0,Urban Boulevard
3eecc6d8-e5b8-455e-9fb9-ad464d6fc81c,major_arterial,1.5,0.000,2.0,Arterial Street
2a963e82-4547-4a1f-8519-24196726da79,major_arterial,1.5,1.991,2.0,Arterial Street
6a2c3cdb-7d4c-466a-aba7-b2a3a3b9fb90,minor_arterial,1.0,1.619,2.0,Industrial Arterial
a2f276a3-8d46-48b2-a3bb-b4e35c37b46b,minor_arterial,1.0,1.768,2.0,Industrial Arterial
8e6e7cfb-e6cd-4824-9f83-6ae4717a9ce3,major_arterial,1.5,0.000,2.0,Parkway
0327040e-13c2-44dd-93ea-f1b1b7aa687b,major_arterial,1.5,1.910,2.0,Arterial Street
51c6e188-fe9a-4926-9e9f-74fa3c5befd7,major_arterial,1.5,0.000,2.0,Arterial Street
e7bbea89-3d15-479d-b40a-69d8bdcc1355,major_arterial,1.5,0.000,2.0,Arterial Street
4f507973-46d7-405e-a308-a7b4ac654803,minor_arterial,1.0,1.613,2.0,Industrial Arterial
96de7528-8c0d-4690-b952-0e6ace8c6683,major_arterial,1.5,1.179,2.0,Arterial Street
df8a9346-a684-4ae5-8e0d-b643997c7b1e,minor_arterial,1.0,0.000,2.0,Urban Boulevard
45af7c9b-f176-44ac-a087-61caea1a6715,major_arterial,1.5,0.555,2.0,Arterial Street
52acaf1a-1c0d-42ff-ad5a-d6d55ae37993,major_arterial,1.5,0.370,2.0,Arterial Street
bedc10bd-d588-450e-880b-3eabee02baf0,minor_arterial,1.0,1.243,2.0,Urban Boulevard
a1abeabf-0b70-42ff-a0db-7a6c1af6f763,minor_arterial,1.0,1.204,2.0,Urban Boulevard
6ab1d844-0468-4133-987f-851cdaeeb2b9,major_arterial,1.5,1.635,2.0,Arterial Street
9bc661c7-53e4-4729-99df-3120bb31767d,major_arterial,1.5,0.000,2.0,Arterial Street
e8d114f3-57a2-4d6c-8988-fb6ce7ad4005,major_arterial,1.5,0.000,2.0,Arterial Street
339d78cc-65a0-4556-96a9-a02ca46f655c,major_arterial,1.5,0.000,2.0,Arterial Street
1c9a38be-027c-4963-b8a3-db5f504750ee,major_arterial,1.5,0.000,2.0,Arterial Street
dea0cf0f-b205-48e9-a645-68c2e77289f1,major_arterial,1.5,0.334,2.0,Arterial Street
64cb4f08-7999-4e94-b919-1366ee95b220,major_arterial,1.5,0.000,2.0,Arterial Street
2e969226-4f04-40d0-a074-d2f26934a5db,minor_arterial,1.0,0.000,2.0,Industrial Arterial
a67622f9-6d09-46d4-9e75-8ceb95f6aedc,major_arterial,1.5,0.000,2.0,Arterial Street
0571e131-2e6f-47ea-98ec-90956939dbd4,major_arterial,1.5,1.940,2.0,Arterial Street
abfb3c0c-401e-4af8-a8ab-cf4fc0ea76cd,major_arterial,1.5,1.951,2.0,Arterial Street
4802c429-7915-4b87-84a5-1bf23ea82906,major_arterial,1.5,0.000,2.0,Arterial Street
6cac759a-5a38-4082-bb23-306ea7c390b3,major_arterial,1.5,0.000,2.0,Arterial Street
c820f380-3d64-4ce4-b439-0156204a54bf,major_arterial,1.5,0.634,2.0,Arterial Street
8b9293ba-f0e1-4006-a932-78d7ecbd841b,minor_arterial,1.0,0.948,2.0,Urban Boulevard
d4bcdf1c-2586-477e-b967-c70c5f42791f,minor_arterial,1.0,0.758,2.0,Urban Boulevard
a1615e7e-d1aa-4835-9992-fbd1f0ad392d,minor_arterial,1.0,0.000,2.0,Urban Boulevard
c664069f-1423-4fa3-8032-c99103d4ba5f,minor_arterial,1.0,0.680,2.0,Urban Boulevard
b86d9883-eadf-4395-ad70-ce16252154e3,major_arterial,1.5,0.000,2.0,Arterial Street
be5bb166-3642-4103-9756-688fd7b13ad9,major_arterial,1.5,0.000,2.0,Arterial Street
379a6f68-63d7-472e-afc4-a258e2320988,major_arterial,1.5,1.150,2.0,Arterial Street
a0600805-6e70-4bb9-ae66-cd81a89a7bf3,major_arterial,1.5,0.000,2.0,Arterial Street
5d0826b0-209e-4363-a8fd-57bf9a2620ba,major_arterial,1.5,0.000,2.0,Arterial Street
cafad398-7f0a-4de3-a9e8-395005d36ad9,major_arterial,1.5,0.000,2.0,Arterial Street
082ddc83-ad2d-4a32-90a0-937a20568588,major_arterial,1.5,0.000,2.0,Arterial Street
c21d95e7-741f-4cac-8377-1423c571eb30,major_arterial,1.5,0.000,2.0,Arterial Street
455edd94-f925-4a7a-89b2-fc55c91e7d96,major_arterial,1.5,0.000,2.0,Arterial Street
a2953ad0-8589-4580-bcab-0cc7d38d4a82,major_arterial,1.5,0.000,2.0,Arterial Street
e14df129-8792-424b-8a34-39ca4379e98f,major_arterial,1.5,0.000,2.0,Arterial Street
30db1948-b4fb-4895-a314-e2074d0c3ad2,collector,0.5,0.000,2.0,Neighbourhood Boulevard
289b78ed-4bc6-438b-8de3-c9c3d1eee9be,major_arterial,1.5,0.000,2.0,Arterial Street
10a06024-dfed-4129-9da4-bc5f75dcbdad,expressway_freeway,2.0,0.000,2.0,Skeletal Road
fbf28e11-21f3-4eeb-8df3-1cc4cd7076ec,expressway_freeway,2.0,0.000,2.0,Skeletal Road
